slug,index,Intervention,Time_after_intervention,commits_count,comments,amounts
denosaurs,-1,0,0,1,0,0
denosaurs,0,1,0,28,1,1
denosaurs,1,1,1,37,38,2
denosaurs,2,1,2,30,0,0
denosaurs,3,1,3,66,2,1
denosaurs,4,1,4,88,6,2
denosaurs,5,1,5,77,14,5
denosaurs,6,1,6,42,0,0
devops-kung-fu,-6,0,0,0,0,0
devops-kung-fu,-5,0,0,0,0,0
devops-kung-fu,-4,0,0,0,0,0
devops-kung-fu,-3,0,0,0,0,0
devops-kung-fu,-2,0,0,0,0,0
devops-kung-fu,-1,0,0,12,0,0
devops-kung-fu,0,1,0,9,0,2
devops-kung-fu,1,1,1,10,0,0
devops-kung-fu,2,1,2,1,0,0
devops-kung-fu,3,1,3,17,0,0
devops-kung-fu,4,1,4,34,0,0
devops-kung-fu,5,1,5,46,0,0
devops-kung-fu,6,1,6,4,0,0
devopsfaith,-6,0,0,0,0,0
devopsfaith,-5,0,0,0,0,0
devopsfaith,-4,0,0,0,0,0
devopsfaith,-3,0,0,4,0,0
devopsfaith,-2,0,0,0,0,0
devopsfaith,-1,0,0,12,0,0
devopsfaith,0,1,0,25,0,2
devopsfaith,1,1,1,16,0,1
devopsfaith,2,1,2,14,0,0
devopsfaith,3,1,3,10,0,0
devopsfaith,4,1,4,10,0,0
devopsfaith,5,1,5,5,0,1
devopsfaith,6,1,6,0,0,0
docToolchain,-6,0,0,0,0,0
docToolchain,-5,0,0,0,0,0
docToolchain,-4,0,0,36,0,0
docToolchain,-3,0,0,6,0,0
docToolchain,-2,0,0,15,0,0
docToolchain,-1,0,0,26,0,0
docToolchain,0,1,0,11,0,2
docToolchain,1,1,1,12,0,0
docToolchain,2,1,2,0,0,0
docToolchain,3,1,3,19,0,0
docToolchain,4,1,4,12,0,0
docToolchain,5,1,5,5,0,0
docToolchain,6,1,6,6,0,1
docksal,-6,0,0,40,0,0
docksal,-5,0,0,11,0,0
docksal,-4,0,0,12,0,0
docksal,-3,0,0,4,0,0
docksal,-2,0,0,4,0,0
docksal,-1,0,0,12,0,0
docksal,0,1,0,22,0,4
docksal,1,1,1,6,0,0
docksal,2,1,2,2,0,0
docksal,3,1,3,0,0,0
docksal,4,1,4,22,0,0
docksal,5,1,5,6,1,2
docksal,6,1,6,0,0,0
dribdat,-6,0,0,0,0,0
dribdat,-5,0,0,17,0,0
dribdat,-4,0,0,0,0,0
dribdat,-3,0,0,0,0,0
dribdat,-2,0,0,8,0,0
dribdat,-1,0,0,35,0,0
dribdat,0,1,0,1,0,1
dribdat,1,1,1,1,0,0
dribdat,2,1,2,2,0,0
dribdat,3,1,3,4,0,0
dribdat,4,1,4,3,0,0
dribdat,5,1,5,5,0,0
dribdat,6,1,6,5,0,0
entropic-dev,-6,0,0,0,0,0
entropic-dev,-5,0,0,0,0,0
entropic-dev,-4,0,0,0,0,0
entropic-dev,-3,0,0,0,0,0
entropic-dev,-2,0,0,0,0,0
entropic-dev,-1,0,0,24,0,0
entropic-dev,0,1,0,19,2,3
entropic-dev,1,1,1,0,0,0
entropic-dev,2,1,2,0,0,1
entropic-dev,3,1,3,0,0,0
entropic-dev,4,1,4,11,0,2
entropic-dev,5,1,5,43,15,12
entropic-dev,6,1,6,15,0,0
esm-dev,-6,0,0,4,0,0
esm-dev,-5,0,0,6,0,0
esm-dev,-4,0,0,6,0,0
esm-dev,-3,0,0,4,0,0
esm-dev,-2,0,0,43,0,0
esm-dev,-1,0,0,15,0,0
esm-dev,0,1,0,29,2,5
esm-dev,1,1,1,35,42,25
esm-dev,2,1,2,0,0,0
esm-dev,3,1,3,0,0,0
esm-dev,4,1,4,0,0,0
esm-dev,5,1,5,0,0,0
esm-dev,6,1,6,0,0,0
ferdium,-6,0,0,4,0,0
ferdium,-5,0,0,7,0,0
ferdium,-4,0,0,3,0,0
ferdium,-3,0,0,8,0,0
ferdium,-2,0,0,3,0,0
ferdium,-1,0,0,17,0,0
ferdium,0,1,0,6,5,4
ferdium,1,1,1,7,0,0
ferdium,2,1,2,1,0,0
ferdium,3,1,3,1,3,1
ferdium,4,1,4,1,0,0
ferdium,5,1,5,0,0,0
ferdium,6,1,6,7,0,0
fosuniverse,-6,0,0,0,0,0
fosuniverse,-5,0,0,3,0,0
fosuniverse,-4,0,0,2,0,0
fosuniverse,-3,0,0,11,0,0
fosuniverse,-2,0,0,2,0,0
fosuniverse,-1,0,0,7,0,0
fosuniverse,0,1,0,11,0,4
fosuniverse,1,1,1,18,0,2
fosuniverse,2,1,2,5,0,0
fosuniverse,3,1,3,26,0,0
fosuniverse,4,1,4,41,0,0
fosuniverse,5,1,5,8,0,1
fosuniverse,6,1,6,5,0,0
freshOS,-6,0,0,0,0,0
freshOS,-5,0,0,0,0,0
freshOS,-4,0,0,0,0,0
freshOS,-3,0,0,0,0,0
freshOS,-2,0,0,0,0,0
freshOS,-1,0,0,0,0,0
freshOS,0,1,0,0,15,1
freshOS,1,1,1,0,0,0
freshOS,2,1,2,26,0,0
freshOS,3,1,3,13,0,0
freshOS,4,1,4,46,0,0
freshOS,5,1,5,0,0,0
freshOS,6,1,6,0,0,0
fullstackhero,-6,0,0,0,0,0
fullstackhero,-5,0,0,4,0,0
fullstackhero,-4,0,0,10,0,0
fullstackhero,-3,0,0,4,0,0
fullstackhero,-2,0,0,4,0,0
fullstackhero,-1,0,0,0,0,0
fullstackhero,0,1,0,6,4,2
fullstackhero,1,1,1,0,0,0
fullstackhero,2,1,2,0,0,0
fullstackhero,3,1,3,9,3,1
fullstackhero,4,1,4,30,2,1
fullstackhero,5,1,5,7,0,1
fullstackhero,6,1,6,2,0,3
gfx-rs,-6,0,0,0,0,0
gfx-rs,-5,0,0,0,0,0
gfx-rs,-4,0,0,0,0,0
gfx-rs,-3,0,0,0,0,0
gfx-rs,-2,0,0,0,0,0
gfx-rs,-1,0,0,0,0,0
gfx-rs,0,1,0,0,0,1
gfx-rs,1,1,1,0,0,0
gfx-rs,2,1,2,0,2,1
gfx-rs,3,1,3,21,0,0
gfx-rs,4,1,4,5,2,1
gfx-rs,5,1,5,13,10,3
gfx-rs,6,1,6,24,0,0
grain-lang,-6,0,0,0,0,0
grain-lang,-5,0,0,3,0,0
grain-lang,-4,0,0,22,0,0
grain-lang,-3,0,0,8,0,0
grain-lang,-2,0,0,0,0,0
grain-lang,-1,0,0,0,0,0
grain-lang,0,1,0,15,3,1
grain-lang,1,1,1,4,5,1
grain-lang,2,1,2,0,0,0
grain-lang,3,1,3,14,0,0
grain-lang,4,1,4,10,0,1
grain-lang,5,1,5,2,0,0
grain-lang,6,1,6,13,0,2
hack-pad,-6,0,0,0,0,0
hack-pad,-5,0,0,0,0,0
hack-pad,-4,0,0,0,0,0
hack-pad,-3,0,0,0,0,0
hack-pad,-2,0,0,0,0,0
hack-pad,-1,0,0,0,0,0
hack-pad,0,1,0,0,6,1
hack-pad,1,1,1,20,16,1
hack-pad,2,1,2,19,0,0
hack-pad,3,1,3,17,1,1
hack-pad,4,1,4,1,14,2
hack-pad,5,1,5,5,9,1
hack-pad,6,1,6,0,0,0
hackmdio,-6,0,0,14,0,0
hackmdio,-5,0,0,9,0,0
hackmdio,-4,0,0,10,0,0
hackmdio,-3,0,0,4,0,0
hackmdio,-2,0,0,12,0,0
hackmdio,-1,0,0,22,0,0
hackmdio,0,1,0,17,4,2
hackmdio,1,1,1,1,1,1
hackmdio,2,1,2,28,2,1
hackmdio,3,1,3,16,0,0
hackmdio,4,1,4,13,0,1
hackmdio,5,1,5,12,0,0
hackmdio,6,1,6,14,0,0
hotio,-6,0,0,36,0,0
hotio,-5,0,0,78,0,0
hotio,-4,0,0,27,0,0
hotio,-3,0,0,34,0,0
hotio,-2,0,0,36,0,0
hotio,-1,0,0,11,0,0
hotio,0,1,0,51,0,1
hotio,1,1,1,43,0,0
hotio,2,1,2,71,0,0
hotio,3,1,3,57,7,2
hotio,4,1,4,335,0,0
hotio,5,1,5,0,0,0
hotio,6,1,6,0,0,0
hyphacoop,-6,0,0,0,0,0
hyphacoop,-5,0,0,0,0,0
hyphacoop,-4,0,0,0,0,0
hyphacoop,-3,0,0,0,0,0
hyphacoop,-2,0,0,0,0,0
hyphacoop,-1,0,0,15,0,0
hyphacoop,0,1,0,8,2,3
hyphacoop,1,1,1,2,0,1
hyphacoop,2,1,2,14,1,2
hyphacoop,3,1,3,10,0,0
hyphacoop,4,1,4,20,0,0
hyphacoop,5,1,5,1,0,0
hyphacoop,6,1,6,9,2,7
immers-space,-6,0,0,2,0,0
immers-space,-5,0,0,0,0,0
immers-space,-4,0,0,0,0,0
immers-space,-3,0,0,0,0,0
immers-space,-2,0,0,1,0,0
immers-space,-1,0,0,17,0,0
immers-space,0,1,0,9,10,2
immers-space,1,1,1,7,1,4
immers-space,2,1,2,7,1,1
immers-space,3,1,3,0,4,1
immers-space,4,1,4,12,8,5
immers-space,5,1,5,10,0,2
immers-space,6,1,6,6,0,0
instantOS,-6,0,0,0,0,0
instantOS,-5,0,0,3,0,0
instantOS,-4,0,0,3,0,0
instantOS,-3,0,0,22,0,0
instantOS,-2,0,0,32,0,0
instantOS,-1,0,0,70,0,0
instantOS,0,1,0,9,2,1
instantOS,1,1,1,12,11,5
instantOS,2,1,2,34,0,1
instantOS,3,1,3,13,49,13
instantOS,4,1,4,16,16,2
instantOS,5,1,5,23,17,5
instantOS,6,1,6,14,0,0
jreleaser,-6,0,0,6,0,0
jreleaser,-5,0,0,4,0,0
jreleaser,-4,0,0,14,0,0
jreleaser,-3,0,0,17,0,0
jreleaser,-2,0,0,13,0,0
jreleaser,-1,0,0,16,0,0
jreleaser,0,1,0,18,0,1
jreleaser,1,1,1,0,0,0
jreleaser,2,1,2,9,0,0
jreleaser,3,1,3,0,0,0
jreleaser,4,1,4,14,0,0
jreleaser,5,1,5,6,0,0
jreleaser,6,1,6,22,0,0
katzenpost,-6,0,0,0,0,0
katzenpost,-5,0,0,0,0,0
katzenpost,-4,0,0,0,0,0
katzenpost,-3,0,0,0,0,0
katzenpost,-2,0,0,0,0,0
katzenpost,-1,0,0,0,0,0
katzenpost,0,1,0,0,2,2
katzenpost,1,1,1,0,1,1
katzenpost,2,1,2,0,0,0
katzenpost,3,1,3,0,0,0
katzenpost,4,1,4,0,3,2
katzenpost,5,1,5,35,0,1
katzenpost,6,1,6,17,6,11
kendraio,-6,0,0,0,0,0
kendraio,-5,0,0,0,0,0
kendraio,-4,0,0,1,0,0
kendraio,-3,0,0,4,0,0
kendraio,-2,0,0,1,0,0
kendraio,-1,0,0,2,0,0
kendraio,0,1,0,18,0,1
kendraio,1,1,1,38,0,0
kendraio,2,1,2,18,0,0
kendraio,3,1,3,6,0,0
kendraio,4,1,4,1,0,0
kendraio,5,1,5,5,0,0
kendraio,6,1,6,0,0,0
koyuspace,-6,0,0,27,0,0
koyuspace,-5,0,0,38,0,0
koyuspace,-4,0,0,10,0,0
koyuspace,-3,0,0,76,0,0
koyuspace,-2,0,0,9,0,0
koyuspace,-1,0,0,13,0,0
koyuspace,0,1,0,12,0,1
koyuspace,1,1,1,17,0,1
koyuspace,2,1,2,18,0,1
koyuspace,3,1,3,18,0,1
koyuspace,4,1,4,33,0,0
koyuspace,5,1,5,11,0,0
koyuspace,6,1,6,3,0,0
leafsphp,-6,0,0,17,0,0
leafsphp,-5,0,0,10,0,0
leafsphp,-4,0,0,0,0,0
leafsphp,-3,0,0,7,0,0
leafsphp,-2,0,0,2,0,0
leafsphp,-1,0,0,0,0,0
leafsphp,0,1,0,9,1,1
leafsphp,1,1,1,1,0,0
leafsphp,2,1,2,4,0,0
leafsphp,3,1,3,12,0,0
leafsphp,4,1,4,0,0,0
leafsphp,5,1,5,0,0,0
leafsphp,6,1,6,0,0,0
less,-6,0,0,0,0,0
less,-5,0,0,0,0,0
less,-4,0,0,0,0,0
less,-3,0,0,0,0,0
less,-2,0,0,0,0,0
less,-1,0,0,0,0,0
less,0,1,0,0,3,1
less,1,1,1,22,0,0
less,2,1,2,7,7,1
less,3,1,3,22,6,1
less,4,1,4,0,0,0
less,5,1,5,2,0,0
less,6,1,6,0,0,0
letheanVPN,-6,0,0,4,0,0
letheanVPN,-5,0,0,0,0,0
letheanVPN,-4,0,0,0,0,0
letheanVPN,-3,0,0,5,0,0
letheanVPN,-2,0,0,1,0,0
letheanVPN,-1,0,0,24,0,0
letheanVPN,0,1,0,13,3,4
letheanVPN,1,1,1,2,0,0
letheanVPN,2,1,2,11,0,0
letheanVPN,3,1,3,2,3,1
letheanVPN,4,1,4,3,14,6
letheanVPN,5,1,5,0,22,4
letheanVPN,6,1,6,4,5,3
libremesh,-6,0,0,24,0,0
libremesh,-5,0,0,3,0,0
libremesh,-4,0,0,0,0,0
libremesh,-3,0,0,33,0,0
libremesh,-2,0,0,0,0,0
libremesh,-1,0,0,0,0,0
libremesh,0,1,0,36,7,3
libremesh,1,1,1,14,0,0
libremesh,2,1,2,13,0,0
libremesh,3,1,3,0,0,0
libremesh,4,1,4,3,0,0
libremesh,5,1,5,4,0,0
libremesh,6,1,6,2,0,0
lobehub,-6,0,0,0,0,0
lobehub,-5,0,0,0,0,0
lobehub,-4,0,0,0,0,0
lobehub,-3,0,0,0,0,0
lobehub,-2,0,0,11,0,0
lobehub,-1,0,0,0,0,0
lobehub,0,1,0,4,0,2
lobehub,1,1,1,14,0,1
lobehub,2,1,2,66,2,9
lobehub,3,1,3,14,8,12
lobehub,4,1,4,36,17,6
lobehub,5,1,5,70,17,19
lobehub,6,1,6,87,20,13
lumeland,-6,0,0,0,0,0
lumeland,-5,0,0,11,0,0
lumeland,-4,0,0,18,0,0
lumeland,-3,0,0,16,0,0
lumeland,-2,0,0,19,0,0
lumeland,-1,0,0,6,0,0
lumeland,0,1,0,14,3,1
lumeland,1,1,1,7,1,1
lumeland,2,1,2,4,0,0
lumeland,3,1,3,13,0,0
lumeland,4,1,4,4,0,0
lumeland,5,1,5,27,6,2
lumeland,6,1,6,8,1,1
mage-os,-6,0,0,7,0,0
mage-os,-5,0,0,1,0,0
mage-os,-4,0,0,31,0,0
mage-os,-3,0,0,8,0,0
mage-os,-2,0,0,16,0,0
mage-os,-1,0,0,0,0,0
mage-os,0,1,0,16,3,1
mage-os,1,1,1,12,0,0
mage-os,2,1,2,14,18,6
mage-os,3,1,3,12,13,5
mage-os,4,1,4,5,2,5
mage-os,5,1,5,16,0,0
mage-os,6,1,6,10,0,0
maii-chgk,-6,0,0,0,0,0
maii-chgk,-5,0,0,0,0,0
maii-chgk,-4,0,0,0,0,0
maii-chgk,-3,0,0,0,0,0
maii-chgk,-2,0,0,10,0,0
maii-chgk,-1,0,0,31,0,0
maii-chgk,0,1,0,0,0,1
maii-chgk,1,1,1,0,0,0
maii-chgk,2,1,2,0,0,0
maii-chgk,3,1,3,4,0,0
maii-chgk,4,1,4,7,0,0
maii-chgk,5,1,5,2,0,0
maii-chgk,6,1,6,1,0,0
markdown-it,-6,0,0,0,0,0
markdown-it,-5,0,0,11,0,0
markdown-it,-4,0,0,24,0,0
markdown-it,-3,0,0,0,0,0
markdown-it,-2,0,0,38,0,0
markdown-it,-1,0,0,0,0,0
markdown-it,0,1,0,4,28,1
markdown-it,1,1,1,0,0,0
markdown-it,2,1,2,0,0,0
markdown-it,3,1,3,2,0,0
markdown-it,4,1,4,7,4,1
markdown-it,5,1,5,14,0,0
markdown-it,6,1,6,0,0,0
master-co,-6,0,0,0,0,0
master-co,-5,0,0,0,0,0
master-co,-4,0,0,0,0,0
master-co,-3,0,0,1,0,0
master-co,-2,0,0,0,0,0
master-co,-1,0,0,0,0,0
master-co,0,1,0,0,2,3
master-co,1,1,1,0,1,3
master-co,2,1,2,0,0,1
master-co,3,1,3,39,3,3
master-co,4,1,4,50,6,6
master-co,5,1,5,1,0,1
master-co,6,1,6,5,0,0
micro-elements,-6,0,0,0,0,0
micro-elements,-5,0,0,0,0,0
micro-elements,-4,0,0,0,0,0
micro-elements,-3,0,0,0,0,0
micro-elements,-2,0,0,0,0,0
micro-elements,-1,0,0,0,0,0
micro-elements,0,1,0,7,3,8
micro-elements,1,1,1,14,0,3
micro-elements,2,1,2,18,0,3
micro-elements,3,1,3,12,0,1
micro-elements,4,1,4,4,0,2
micro-elements,5,1,5,1,0,1
micro-elements,6,1,6,0,0,0
microcks,-6,0,0,0,0,0
microcks,-5,0,0,0,0,0
microcks,-4,0,0,0,0,0
microcks,-3,0,0,0,0,0
microcks,-2,0,0,18,0,0
microcks,-1,0,0,8,0,0
microcks,0,1,0,26,4,2
microcks,1,1,1,5,0,0
microcks,2,1,2,2,0,0
microcks,3,1,3,0,0,0
microcks,4,1,4,31,0,0
microcks,5,1,5,0,0,0
microcks,6,1,6,1,0,0
mint-lang,-6,0,0,0,0,0
mint-lang,-5,0,0,11,0,0
mint-lang,-4,0,0,0,0,0
mint-lang,-3,0,0,2,0,0
mint-lang,-2,0,0,8,0,0
mint-lang,-1,0,0,20,0,0
mint-lang,0,1,0,5,3,1
mint-lang,1,1,1,38,9,2
mint-lang,2,1,2,2,0,0
mint-lang,3,1,3,6,0,0
mint-lang,4,1,4,1,0,0
mint-lang,5,1,5,6,0,0
mint-lang,6,1,6,6,0,0
modularcode,-6,0,0,2,0,0
modularcode,-5,0,0,4,0,0
modularcode,-4,0,0,1,0,0
modularcode,-3,0,0,1,0,0
modularcode,-2,0,0,2,0,0
modularcode,-1,0,0,20,0,0
modularcode,0,1,0,17,0,1
modularcode,1,1,1,3,0,0
modularcode,2,1,2,17,0,0
modularcode,3,1,3,0,0,0
modularcode,4,1,4,13,0,0
modularcode,5,1,5,0,0,0
modularcode,6,1,6,0,0,0
mue,-6,0,0,11,0,0
mue,-5,0,0,2,0,0
mue,-4,0,0,0,0,0
mue,-3,0,0,4,0,0
mue,-2,0,0,4,0,0
mue,-1,0,0,0,0,0
mue,0,1,0,31,1,1
mue,1,1,1,0,0,0
mue,2,1,2,0,1,1
mue,3,1,3,0,0,0
mue,4,1,4,7,0,1
mue,5,1,5,1,0,0
mue,6,1,6,0,1,1
mun-lang,-6,0,0,2,0,0
mun-lang,-5,0,0,5,0,0
mun-lang,-4,0,0,1,0,0
mun-lang,-3,0,0,10,0,0
mun-lang,-2,0,0,10,0,0
mun-lang,-1,0,0,41,0,0
mun-lang,0,1,0,5,9,6
mun-lang,1,1,1,6,0,0
mun-lang,2,1,2,10,0,0
mun-lang,3,1,3,2,0,1
mun-lang,4,1,4,4,0,0
mun-lang,5,1,5,0,3,1
mun-lang,6,1,6,0,0,0
mwmbl,-6,0,0,0,0,0
mwmbl,-5,0,0,0,0,0
mwmbl,-4,0,0,0,0,0
mwmbl,-3,0,0,0,0,0
mwmbl,-2,0,0,0,0,0
mwmbl,-1,0,0,1,0,0
mwmbl,0,1,0,10,0,2
mwmbl,1,1,1,11,0,0
mwmbl,2,1,2,12,8,1
mwmbl,3,1,3,0,0,0
mwmbl,4,1,4,4,0,0
mwmbl,5,1,5,16,0,0
mwmbl,6,1,6,4,10,4
mybb,-6,0,0,0,0,0
mybb,-5,0,0,0,0,0
mybb,-4,0,0,0,0,0
mybb,-3,0,0,0,0,0
mybb,-2,0,0,0,0,0
mybb,-1,0,0,0,0,0
mybb,0,1,0,0,10,1
mybb,1,1,1,8,0,0
mybb,2,1,2,35,3,4
mybb,3,1,3,8,1,5
mybb,4,1,4,0,14,3
mybb,5,1,5,0,0,1
mybb,6,1,6,15,0,0
nestdotland,-6,0,0,0,0,0
nestdotland,-5,0,0,0,0,0
nestdotland,-4,0,0,0,0,0
nestdotland,-3,0,0,0,0,0
nestdotland,-2,0,0,0,0,0
nestdotland,-1,0,0,0,0,0
nestdotland,0,1,0,4,8,1
nestdotland,1,1,1,63,24,8
nestdotland,2,1,2,69,8,8
nestdotland,3,1,3,42,17,6
nestdotland,4,1,4,57,25,18
nestdotland,5,1,5,9,12,8
nestdotland,6,1,6,29,1,2
ng-web-apis,-6,0,0,17,0,0
ng-web-apis,-5,0,0,26,0,0
ng-web-apis,-4,0,0,6,0,0
ng-web-apis,-3,0,0,28,0,0
ng-web-apis,-2,0,0,27,0,0
ng-web-apis,-1,0,0,2,0,0
ng-web-apis,0,1,0,24,0,1
ng-web-apis,1,1,1,4,0,0
ng-web-apis,2,1,2,30,0,0
ng-web-apis,3,1,3,4,0,0
ng-web-apis,4,1,4,54,0,0
ng-web-apis,5,1,5,20,0,0
ng-web-apis,6,1,6,22,0,0
nlpodyssey,-6,0,0,0,0,0
nlpodyssey,-5,0,0,0,0,0
nlpodyssey,-4,0,0,0,0,0
nlpodyssey,-3,0,0,0,0,0
nlpodyssey,-2,0,0,30,0,0
nlpodyssey,-1,0,0,0,0,0
nlpodyssey,0,1,0,0,2,1
nlpodyssey,1,1,1,14,0,0
nlpodyssey,2,1,2,0,0,0
nlpodyssey,3,1,3,0,0,0
nlpodyssey,4,1,4,0,0,0
nlpodyssey,5,1,5,0,0,0
nlpodyssey,6,1,6,30,1,1
nova-video-player,-6,0,0,14,0,0
nova-video-player,-5,0,0,2,0,0
nova-video-player,-4,0,0,8,0,0
nova-video-player,-3,0,0,1,0,0
nova-video-player,-2,0,0,1,0,0
nova-video-player,-1,0,0,19,0,0
nova-video-player,0,1,0,0,0,1
nova-video-player,1,1,1,1,0,0
nova-video-player,2,1,2,9,0,0
nova-video-player,3,1,3,28,0,0
nova-video-player,4,1,4,33,0,0
nova-video-player,5,1,5,25,0,0
nova-video-player,6,1,6,2,0,0
nwtime,-6,0,0,4,0,0
nwtime,-5,0,0,10,0,0
nwtime,-4,0,0,4,0,0
nwtime,-3,0,0,3,0,0
nwtime,-2,0,0,5,0,0
nwtime,-1,0,0,7,0,0
nwtime,0,1,0,19,0,1
nwtime,1,1,1,10,0,0
nwtime,2,1,2,3,0,0
nwtime,3,1,3,9,0,0
nwtime,4,1,4,3,0,0
nwtime,5,1,5,0,0,0
nwtime,6,1,6,0,0,0
oapi-codegen,-6,0,0,0,0,0
oapi-codegen,-5,0,0,0,0,0
oapi-codegen,-4,0,0,0,0,0
oapi-codegen,-3,0,0,0,0,0
oapi-codegen,-2,0,0,3,0,0
oapi-codegen,-1,0,0,14,0,0
oapi-codegen,0,1,0,36,0,5
oapi-codegen,1,1,1,38,2,5
oapi-codegen,2,1,2,15,0,2
oapi-codegen,3,1,3,33,0,2
oapi-codegen,4,1,4,6,2,3
oapi-codegen,5,1,5,11,7,7
oapi-codegen,6,1,6,20,12,9
oatpp,-6,0,0,19,0,0
oatpp,-5,0,0,9,0,0
oatpp,-4,0,0,57,0,0
oatpp,-3,0,0,13,0,0
oatpp,-2,0,0,13,0,0
oatpp,-1,0,0,2,0,0
oatpp,0,1,0,37,0,1
oatpp,1,1,1,33,0,0
oatpp,2,1,2,47,1,1
oatpp,3,1,3,54,0,0
oatpp,4,1,4,8,0,0
oatpp,5,1,5,4,0,0
oatpp,6,1,6,10,0,1
oddbird,-6,0,0,0,0,0
oddbird,-5,0,0,37,0,0
oddbird,-4,0,0,0,0,0
oddbird,-3,0,0,0,0,0
oddbird,-2,0,0,0,0,0
oddbird,-1,0,0,0,0,0
oddbird,0,1,0,0,11,1
oddbird,1,1,1,0,0,0
oddbird,2,1,2,14,0,0
oddbird,3,1,3,42,0,0
oddbird,4,1,4,0,0,0
oddbird,5,1,5,4,0,0
oddbird,6,1,6,4,0,0
openinput-fw,-6,0,0,0,0,0
openinput-fw,-5,0,0,0,0,0
openinput-fw,-4,0,0,0,0,0
openinput-fw,-3,0,0,0,0,0
openinput-fw,-2,0,0,2,0,0
openinput-fw,-1,0,0,0,0,0
openinput-fw,0,1,0,0,0,1
openinput-fw,1,1,1,0,0,2
openinput-fw,2,1,2,0,0,0
openinput-fw,3,1,3,0,0,0
openinput-fw,4,1,4,16,1,1
openinput-fw,5,1,5,0,0,0
openinput-fw,6,1,6,38,0,0
openprivacytech,-6,0,0,0,0,0
openprivacytech,-5,0,0,0,0,0
openprivacytech,-4,0,0,0,0,0
openprivacytech,-3,0,0,3,0,0
openprivacytech,-2,0,0,4,0,0
openprivacytech,-1,0,0,0,0,0
openprivacytech,0,1,0,18,2,1
openprivacytech,1,1,1,22,0,0
openprivacytech,2,1,2,1,0,0
openprivacytech,3,1,3,12,0,0
openprivacytech,4,1,4,4,0,0
openprivacytech,5,1,5,4,0,0
openprivacytech,6,1,6,34,0,2
orangopus,-6,0,0,0,0,0
orangopus,-5,0,0,1,0,0
orangopus,-4,0,0,0,0,0
orangopus,-3,0,0,1,0,0
